,DOG_ID,VIDEO_ID,x_top_left,y_top_left,width,height
3546,74548f0e-99e0-457e-831f-7e150f5cae3f,00af7c21-c105-4098-be60-8949d730b61d,128,269,248,392
3547,74548f0e-99e0-457e-831f-7e150f5cae3f,6002ee23-2f50-4107-9b32-2bf68907a5c0,130,97,228,427
3548,74548f0e-99e0-457e-831f-7e150f5cae3f,6cc5c27b-ff1f-46fa-a479-9581c4a1cc6f,4,359,619,553
3549,74548f0e-99e0-457e-831f-7e150f5cae3f,75f0823f-7494-407b-bc1e-0f6c570ce5ee,2,122,718,1149
3550,74548f0e-99e0-457e-831f-7e150f5cae3f,e893b325-21a6-4460-a871-21ecf618166c,389,23,889,474
3551,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,02de85c3-7bdb-4169-bb97-0c212654f84a,35,58,928,1846
3552,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,0f3f208e-c830-4b88-ad18-cbdfd148b3e0,105,390,581,474
3553,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,12140a07-224c-4f88-96a2-cc485dd4eff5,1231,247,485,419
3554,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,2fe49de2-2c6c-4602-8766-e000811d3580,262,362,817,803
3555,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,671f5cd8-b983-48cc-aaeb-4529690d4720,267,336,120,134
3556,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,7e6663a0-48b7-4ca5-a327-4882c01ca3b3,4,214,514,778
3557,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,99f37d7f-9b9c-4157-8c4e-686ff91b24a6,88,310,991,1140
3558,750cb3ac-e985-48fe-b8bc-6bb9b51d2c22,f98518de-8862-4c09-8163-79adf6179380,1,3,829,1069
3559,752d025e-6b72-44c0-954f-dab1078780a0,01ddecff-a3dd-430e-abbf-b20e31de229a,0,746,942,361
3560,752d025e-6b72-44c0-954f-dab1078780a0,1c398755-fb20-4022-bf21-9f9a56519914,4,666,1072,547
3561,752d025e-6b72-44c0-954f-dab1078780a0,2802bd81-d614-4d63-9706-766e267fe033,400,675,220,208
3562,752d025e-6b72-44c0-954f-dab1078780a0,db0f7c35-524b-436b-bfcd-853a101357c5,374,6,698,1018
3563,753db105-c228-476b-87b4-8bdf22be1b22,2c65bb45-1c70-436f-bce9-337c4023fe10,135,127,93,151
3564,753db105-c228-476b-87b4-8bdf22be1b22,52056b36-6594-4a55-bb13-1d22a1fa72ff,82,105,273,194
3565,753db105-c228-476b-87b4-8bdf22be1b22,5b5ad691-75f3-4cea-8054-43a8cc3419ad,859,1626,639,416
3566,753db105-c228-476b-87b4-8bdf22be1b22,667e588b-769d-4e70-aa4a-2bba864a4b8a,413,1696,767,1030
3567,753db105-c228-476b-87b4-8bdf22be1b22,eda08c91-a88d-4c11-a378-f8ec2462d1ee,5,1299,1426,1466
3568,757ea116-e418-416a-9380-04ac4f312871,056ced0d-3110-436e-8dbe-fa47d1c21554,355,6,627,1309
3569,757ea116-e418-416a-9380-04ac4f312871,38840b33-e83b-4c32-b4f0-006b69fd2e07,426,19,639,1685
3570,757ea116-e418-416a-9380-04ac4f312871,78573c26-b532-44ac-ab1f-426053a28a73,4,263,946,1530
3571,757ea116-e418-416a-9380-04ac4f312871,dfe9e16e-4e8b-47d9-b7e4-83c96d8a35a7,209,489,643,771
3572,757ea116-e418-416a-9380-04ac4f312871,f61d8fa5-5739-4c46-860c-4720843cdbdf,130,49,587,1075
3573,75dac420-b537-44f5-b4b3-c2b81d588f63,1d4136e8-6e0a-4471-9119-017d880e9a0c,3,563,802,768
3574,75dac420-b537-44f5-b4b3-c2b81d588f63,56d64354-a617-4cd2-8e8b-1d15ab70cabc,4,285,825,1030
3575,75dac420-b537-44f5-b4b3-c2b81d588f63,be00384b-580a-49a7-9c46-7079671c3e6e,231,819,676,928
3576,75dac420-b537-44f5-b4b3-c2b81d588f63,fa8cab49-f276-4789-92fb-68e2de1fb12e,440,42,636,1600
3577,75dac420-b537-44f5-b4b3-c2b81d588f63,fdc1325b-572a-41eb-8687-4a5d6bd28507,450,400,629,621
3578,761fa53e-c6b2-42d8-bb52-f383253fe7be,19df43c8-d1f4-4022-893d-b0481f42e419,144,109,680,1459
3579,761fa53e-c6b2-42d8-bb52-f383253fe7be,51fa9cfe-bbed-45af-8c5d-deee13104bb9,69,358,1007,1492
3580,761fa53e-c6b2-42d8-bb52-f383253fe7be,67ab5338-d8a6-4242-b360-cf133be5a799,1,304,1071,1459
3581,761fa53e-c6b2-42d8-bb52-f383253fe7be,812012ba-f2b2-4969-8ffc-55fa1df2a6e0,362,515,557,877
3582,761fa53e-c6b2-42d8-bb52-f383253fe7be,8d6caf1c-f83c-4d06-94ec-7e68072c56e9,3,6,949,1290
3583,761fa53e-c6b2-42d8-bb52-f383253fe7be,e147d04e-aeac-4d9d-8919-9a77a5c7075d,4,384,1071,1098
3584,763404ac-138b-414a-a432-110a53617279,1aba5d88-5036-41d9-8f0f-81896bf2d947,85,102,405,638
3585,763404ac-138b-414a-a432-110a53617279,2a756887-eaef-4d18-8b87-f385d379c7a4,223,329,415,456
3586,763404ac-138b-414a-a432-110a53617279,2d0a793d-ce0b-4d1e-bcba-a3cf306633a9,336,838,708,599
3587,763404ac-138b-414a-a432-110a53617279,462e80d6-de4d-470c-ae24-1b85ac29e5bf,398,774,350,432
3588,763404ac-138b-414a-a432-110a53617279,4bd6f1a3-3d4b-4864-939e-5af403664239,260,233,237,282
3589,7646ea77-5b32-4902-935e-5448ceebf72a,2456d7d6-07cd-4fd0-ad12-5772480aed2b,0,576,700,621
3590,7646ea77-5b32-4902-935e-5448ceebf72a,41f3fe90-be35-4279-8a00-07be7742fd21,108,217,424,421
3591,7646ea77-5b32-4902-935e-5448ceebf72a,576ed1f8-d494-44ed-a363-94e9c5b33f7e,1,117,292,436
3592,7646ea77-5b32-4902-935e-5448ceebf72a,8316fe1d-5cc6-41ac-955e-585d43219eab,850,271,266,152
3593,7646ea77-5b32-4902-935e-5448ceebf72a,a8e932fd-8467-47cf-87a3-515773b0fed6,338,309,66,184
3594,7690c356-bbce-4ed2-8e74-6ccebe6cf11f,16704b10-a08b-4e0f-ba42-3a3ac5cf2fc9,385,35,690,1120
3595,7690c356-bbce-4ed2-8e74-6ccebe6cf11f,1e19d55d-d58a-4997-a8c9-c39db23f5c9a,7,134,695,695
3596,7690c356-bbce-4ed2-8e74-6ccebe6cf11f,600934c4-337f-4570-b53c-515c58e540e2,404,438,233,708
3597,7690c356-bbce-4ed2-8e74-6ccebe6cf11f,721cac73-8aa5-42af-8917-07ab80fffc6c,254,1664,1123,1664
3598,769b7673-3793-4336-a3d4-461ba033229e,024f6a48-ec0c-40aa-b39b-af33b5864dfa,11,250,1343,1664
3599,769b7673-3793-4336-a3d4-461ba033229e,27c44b5b-a5f3-4571-beb7-8e74e6ef6d4c,488,755,180,592
3600,769b7673-3793-4336-a3d4-461ba033229e,3e59452f-0f48-4dac-9365-08074784a8c0,5,403,832,1456
3601,769b7673-3793-4336-a3d4-461ba033229e,487e8609-88fe-40a4-b988-e57f2f10abdd,36,1142,828,701
3602,769b7673-3793-4336-a3d4-461ba033229e,522256fa-3240-4e3c-b9c0-2285883eb458,6,241,913,901
3603,769b7673-3793-4336-a3d4-461ba033229e,53894b17-9368-465c-bdbf-caf423621ed0,7,371,1428,1293
3604,769b7673-3793-4336-a3d4-461ba033229e,6646dee5-44a5-4176-9a29-530b238548f2,0,282,1256,1225
3605,769b7673-3793-4336-a3d4-461ba033229e,9ceacafe-c712-46b8-8979-5505653e4655,4,399,467,879
3606,769b7673-3793-4336-a3d4-461ba033229e,b6b4125f-c301-4029-8f47-00aa00f99ffe,169,166,1125,1565
3607,769b7673-3793-4336-a3d4-461ba033229e,ece4323b-1791-4084-8024-692dd9bb654f,846,806,284,164
3608,76d11912-435d-4508-bc3c-e1f2671882d6,079c0660-76bc-47b0-a576-11d890cad431,491,928,681,621
3609,76d11912-435d-4508-bc3c-e1f2671882d6,6631dfba-b17d-4ad6-9513-2f012e88d9b9,894,1530,691,454
3610,76d11912-435d-4508-bc3c-e1f2671882d6,71996b24-21c9-4dd4-9651-4fba5f1e991a,913,1555,521,928
3611,76d11912-435d-4508-bc3c-e1f2671882d6,d4144271-b056-44e8-b95c-cc13923ee999,531,653,401,912
3612,76d11912-435d-4508-bc3c-e1f2671882d6,d5caf2e5-3586-42c3-b917-a1aa5b7ebba2,3,3,1059,1242
3613,76d3f62a-0b02-41c4-b6cd-e19fce8a9683,8ca3eee5-4ec4-4198-b6b6-22e4d07ee203,192,702,306,530
3614,76d3f62a-0b02-41c4-b6cd-e19fce8a9683,a03dfbeb-154b-4c7c-ae11-764e4f8756db,84,218,531,653
3615,76d3f62a-0b02-41c4-b6cd-e19fce8a9683,bb57afbf-8c43-482d-9c43-a586d99408c9,3,137,713,718
3616,76d3f62a-0b02-41c4-b6cd-e19fce8a9683,fe993145-fda2-4f6c-bde2-bc72aaddfe27,120,422,362,625
3617,7718ee12-8460-4d28-9c0c-d9eea6677951,5baf115a-4acf-484f-b4d5-49fd7e6c4f63,19,1005,697,816
3618,7718ee12-8460-4d28-9c0c-d9eea6677951,86299c78-4901-44ce-a312-f213b9581d83,300,29,636,1152
3619,7718ee12-8460-4d28-9c0c-d9eea6677951,a7f7c87e-eaa9-4267-b925-56b4ce3ca07d,157,352,386,710
3620,7718ee12-8460-4d28-9c0c-d9eea6677951,b8781f82-e68f-44dd-8ab1-bbd43f2291e4,113,480,895,560
3621,773c55a4-20ee-4005-a1d6-f855b06446bf,0e258e02-e662-44c6-9286-aa91e072031a,254,154,405,305
3622,773c55a4-20ee-4005-a1d6-f855b06446bf,174d2184-f5cd-4c4f-a852-b6b11a215e60,238,416,920,1523
3623,773c55a4-20ee-4005-a1d6-f855b06446bf,216cff27-9931-4fcb-8bff-ec1a5f7d2537,5,698,1853,1568
3624,773c55a4-20ee-4005-a1d6-f855b06446bf,db41873e-e2f0-4210-b320-b187dc468e80,356,1357,1534,1145
3625,773c55a4-20ee-4005-a1d6-f855b06446bf,dccb9550-ada3-41fb-9f6d-2d0fc8c034e0,640,1376,1509,1338
3626,776d5572-9bd2-42fc-96b6-0408a1a0ac3e,2cf8aba2-5bb0-46b7-80a4-362d8eed750c,179,91,182,116
3627,776d5572-9bd2-42fc-96b6-0408a1a0ac3e,509e3b81-0fce-487a-8002-7847c20ceaa0,31,2,321,318
3628,776d5572-9bd2-42fc-96b6-0408a1a0ac3e,5f0d22d9-77aa-4e1f-9a4b-d9ad5590a178,342,70,107,73
3629,776d5572-9bd2-42fc-96b6-0408a1a0ac3e,c091678a-f2fe-494c-ade5-8100ea214ebd,1,335,116,162
3630,77b9bfd0-5ffd-4f17-a595-666ac29e7724,05b0b8ce-073b-483c-999a-d700c682716e,81,0,996,1690
3631,77b9bfd0-5ffd-4f17-a595-666ac29e7724,2ac50f16-0814-44ac-9ef8-0fe736c59c64,302,624,700,659
3632,77b9bfd0-5ffd-4f17-a595-666ac29e7724,40dbe303-c6d9-4122-8314-352c5c6482a7,20,6,1055,1424
3633,77b9bfd0-5ffd-4f17-a595-666ac29e7724,613c71d5-0e9b-40b9-83a2-00e7edd08b4c,0,198,879,1700
3634,77b9bfd0-5ffd-4f17-a595-666ac29e7724,f9f7be87-7701-4f37-9b31-c977bdd7d16d,4,141,1073,1667
3635,77ce5295-1700-4a39-b98e-cb4539c1655c,64adefa6-81bf-499f-998a-c02c18313c3e,107,851,272,307
3636,77ce5295-1700-4a39-b98e-cb4539c1655c,6dc2da32-8b57-4ef1-995d-2900b466b9ac,136,150,431,416
3637,77ce5295-1700-4a39-b98e-cb4539c1655c,b0062191-f190-4fcc-8b86-5c596894ac94,10,433,171,158
3638,77ce5295-1700-4a39-b98e-cb4539c1655c,b3106ef0-375d-4aae-ae9f-0cdf9591e923,0,362,199,136
3639,77ce5295-1700-4a39-b98e-cb4539c1655c,d6c44113-5e0f-4d07-b631-39dc3b16142c,4,870,463,634
3640,77de81fd-b3da-4f17-b455-d44e46764e38,16fa57ca-2cdb-46a4-bac6-bf8cc4d0b34c,50,80,408,852
3641,77de81fd-b3da-4f17-b455-d44e46764e38,4b46dac2-6e30-4340-be66-0efcf7026be2,216,67,819,646
3642,77de81fd-b3da-4f17-b455-d44e46764e38,81e4cc1b-75cd-4745-8507-8a0e6285cdb0,106,85,864,605
3643,77dfe176-74bd-471e-968c-ab298bdfe0d2,05ce8ba2-41a2-42cd-bcfb-d92e86640ce4,3,6,1072,1898
3644,77dfe176-74bd-471e-968c-ab298bdfe0d2,6a50d1a2-a252-494a-9d9e-09d219924af0,474,701,597,592
3645,77dfe176-74bd-471e-968c-ab298bdfe0d2,9b4bf82a-e3bc-4960-bfaf-f11584432f4b,47,13,1030,1414
3646,77dfe176-74bd-471e-968c-ab298bdfe0d2,b420cb66-1846-4d8c-8561-60824de30ff1,333,323,404,717
3647,77dfe176-74bd-471e-968c-ab298bdfe0d2,d19e6589-46ab-4be6-bde6-b3a064aa4331,289,842,437,713
3648,77eb8911-1a36-485e-ac9d-dd03d4ac7567,88db114d-6230-41f4-9bff-5c8a9bfd38ef,789,4,489,568
3649,77eb8911-1a36-485e-ac9d-dd03d4ac7567,abec1235-d0e0-4d83-9e06-198ae502b99b,354,230,172,335
3650,77eb8911-1a36-485e-ac9d-dd03d4ac7567,dbb13439-9359-4793-a30a-a0f9fa3bc536,178,55,413,528
3651,77eb8911-1a36-485e-ac9d-dd03d4ac7567,dd59fc2b-c1a6-4ba2-878b-2b82c8b448fa,125,92,458,1028
3652,77eb8911-1a36-485e-ac9d-dd03d4ac7567,f2e14e01-e6c5-486f-92f7-2d2597d21e0f,4,324,514,482
3653,7833059f-8985-4317-a614-1918e153eb07,2c20d47c-87e9-46a6-9fc6-f5f587f4b8cb,296,422,518,772
3654,7833059f-8985-4317-a614-1918e153eb07,2cda0f8d-1bce-4484-9f70-df7fd5d0783c,86,397,697,1011
3655,7833059f-8985-4317-a614-1918e153eb07,7840324e-fb22-4b62-9bdf-caa1a04e4172,472,618,262,371
3656,7833059f-8985-4317-a614-1918e153eb07,9d4a88ef-3af1-40a5-9170-71274316a145,96,707,926,963
3657,7833059f-8985-4317-a614-1918e153eb07,fd1a89e1-877a-4e3c-9a03-d724a1f9b2ea,144,192,933,934
3658,786df5fa-2f98-41bc-a707-a9505acd4d43,60b7d75c-08b6-46be-8fe1-aeec9fc9f5c5,77,922,559,809
3659,786df5fa-2f98-41bc-a707-a9505acd4d43,70ddb933-4aa3-4a7f-bc45-df6d6c228377,3,10,860,1280
3660,786df5fa-2f98-41bc-a707-a9505acd4d43,b12fe4f1-37c2-40ec-a4a8-07e9126646b2,198,723,130,240
3661,786df5fa-2f98-41bc-a707-a9505acd4d43,e0a4b12d-43e0-4253-a08e-7e0f686d3491,369,742,174,228
3662,786df5fa-2f98-41bc-a707-a9505acd4d43,f14fa031-fd69-4d09-96d5-f1c15e20799f,136,477,941,646
3663,789ff906-8e69-4bef-aed7-f7620751a619,0944baa2-730e-4c74-a45a-cdb03f3bdcf7,34,51,773,1008
3664,789ff906-8e69-4bef-aed7-f7620751a619,38d96e24-63f7-45f8-9b0f-faba668212cf,498,835,388,720
3665,789ff906-8e69-4bef-aed7-f7620751a619,9664979b-7b0c-4c7a-9e50-c176f806b4be,77,106,274,212
3666,789ff906-8e69-4bef-aed7-f7620751a619,db7c8336-6827-4128-b314-d4c46cb0e24c,4,395,500,277
3667,789ff906-8e69-4bef-aed7-f7620751a619,f679b94d-ff1f-4835-acf3-376d90c4bf30,328,515,749,503
3668,79015203-986d-4bad-b809-d1ba947932d0,a3db5978-dbc1-4596-8fba-0448572fde4d,14,717,1287,2144
3669,79015203-986d-4bad-b809-d1ba947932d0,2c6a7c4f-76ef-4e4d-a149-9986b7c278b9,76,1370,720,1401
3670,79015203-986d-4bad-b809-d1ba947932d0,dfe4d603-58fd-4850-bcef-e71757be92a3,1161,1267,227,173
3671,79015203-986d-4bad-b809-d1ba947932d0,0e83f5b1-6699-4960-8da5-ccaaf6cdfdc9,648,5,607,985
3672,79015203-986d-4bad-b809-d1ba947932d0,f320f5f6-8766-492a-9333-c3669d3183da,1046,220,144,88
3673,7dda0b10-6d0e-4585-b630-1b12a74c2fa1,dda30e60-c93e-4f42-a5cb-ad877877b4db,612,787,176,272
3674,7dda0b10-6d0e-4585-b630-1b12a74c2fa1,bdf7d3e2-7610-40ec-93ec-ff72c2610222,286,400,51,62
3675,7dda0b10-6d0e-4585-b630-1b12a74c2fa1,9f79ccae-016c-4033-a14a-101fea0e1e07,193,842,85,102
3676,7dda0b10-6d0e-4585-b630-1b12a74c2fa1,81995c5d-de89-42e4-aafa-d8b31c098a59,655,268,252,344
3677,7a1f4e9d-4bcb-4cf4-a29f-b40f383399a6,ef387bd7-89f0-4408-ac80-e2ad94f136a5,94,122,626,1149
3678,7a1f4e9d-4bcb-4cf4-a29f-b40f383399a6,af246c28-e338-409f-b13c-88c6f0d30db6,246,606,308,373
3679,7a1f4e9d-4bcb-4cf4-a29f-b40f383399a6,c4ec2f9a-dae4-4887-ac9c-16aa3d12afcb,353,608,73,190
3680,7a1f4e9d-4bcb-4cf4-a29f-b40f383399a6,50294de6-3ef6-4ad9-a7b7-a5b9f3afde70,727,356,449,422
3681,7a1f4e9d-4bcb-4cf4-a29f-b40f383399a6,69703c91-e270-4475-aefd-fba9e9484524,751,493,195,524
3682,7a6b11ff-ace3-454c-b7d9-d0c1fd3d0c13,392a906f-f887-4dea-a07a-7f4e96990268,93,427,625,386
3683,7a6b11ff-ace3-454c-b7d9-d0c1fd3d0c13,df0cc2ae-8fd3-432a-bd3e-02e9a1d22895,288,501,69,62
3684,7a6b11ff-ace3-454c-b7d9-d0c1fd3d0c13,75adf7c1-f95b-41c8-b6b9-a8e8e5f32c06,26,448,616,582
3685,7a6b11ff-ace3-454c-b7d9-d0c1fd3d0c13,6e0e5aad-4095-4537-9173-0c492f0d35ce,285,548,191,239
3686,7a895d42-2617-48a2-9f3e-8f776cb7a251,18522997-6690-4247-899d-a3db6459a83d,111,211,188,195
3687,7a895d42-2617-48a2-9f3e-8f776cb7a251,b1a75a77-9805-4a45-9ede-7bec948ee1ad,77,61,252,322
3688,7a895d42-2617-48a2-9f3e-8f776cb7a251,b513f5b9-a95d-4dc4-8286-333126630894,4,184,310,383
3689,7a895d42-2617-48a2-9f3e-8f776cb7a251,70e63509-af77-49ac-845b-f22619a0b0b5,948,313,106,67
3690,7a895d42-2617-48a2-9f3e-8f776cb7a251,bd67d906-d4f6-4e41-8beb-0ceb8f77d28f,658,38,396,599
3691,7ad848d9-ffd7-4383-9ea7-88e5387e5c3B,133135ee-44ca-48b7-ba47-6fbbe77749f8,329,308,549,705
3692,7ad848d9-ffd7-4383-9ea7-88e5387e5c3A,eb691280-eb4a-4666-9ffe-1b02d437aa84,667,374,451,512
3693,7ad848d9-ffd7-4383-9ea7-88e5387e5c3A,0b0def9a-0c0a-4d63-b315-26af1b0741ab,470,976,88,147
3694,7ad848d9-ffd7-4383-9ea7-88e5387e5c3A,0e7964ee-a454-4c7b-8af8-994d8087e12c,506,1101,80,131
3695,7ad848d9-ffd7-4383-9ea7-88e5387e5c3A,71e3912f-bf9c-4eca-b728-6c1233764d84,4,96,1069,1792
3696,7ad848d9-ffd7-4383-9ea7-88e5387e5c3A,95bc121c-0dd3-438c-b68a-d79d6a5fee27,8,902,649,544
3697,7bae3e69-c945-472d-b490-e274b8142b78,9b166744-a075-4032-9435-21fe18eb56b4,371,93,925,845
3698,7bae3e69-c945-472d-b490-e274b8142b78,ead6eb96-cdec-49aa-bd68-38981c9c8820,140,72,327,281
3699,7bae3e69-c945-472d-b490-e274b8142b78,123fac13-adba-412a-b333-251c1f37adbd,165,4,319,374
3700,7bae3e69-c945-472d-b490-e274b8142b78,61cf4458-6bc5-43ea-b0f2-d1d085eeba59,387,238,62,96
3701,7bae3e69-c945-472d-b490-e274b8142b78,abe31912-55d6-4375-8e95-7bb10052d215,137,281,131,267
3702,7bae3e69-c945-472d-b490-e274b8142b78,63183ca8-44ef-4c91-9a15-f5565e0df4c2,417,148,117,117
3703,7bdf0bb3-3c7e-421b-8264-51bb4b7f6195,2dae6e0c-a2bf-440f-82b7-8578617689a6,55,208,732,1005
3704,7bdf0bb3-3c7e-421b-8264-51bb4b7f6195,9065cfa9-4517-4085-a58f-62a79f34e97a,417,739,659,519
3705,7bdf0bb3-3c7e-421b-8264-51bb4b7f6195,672e4faf-2160-43b8-a58a-492c13db48de,416,438,592,461
3706,7bdf0bb3-3c7e-421b-8264-51bb4b7f6195,3b0c9007-bc09-4190-8b09-80e2f7f50ca8,558,742,414,439
3707,7bdf0bb3-3c7e-421b-8264-51bb4b7f6195,9a5bdda3-6c0c-46ee-bf35-02896fae94f2,410,397,99,205
3708,7beeb1f6-2e4f-4d4e-ace4-e7db94a576f9,4417735a-4c84-44dd-80e9-2218db1c60c6,211,458,502,1273
3709,7beeb1f6-2e4f-4d4e-ace4-e7db94a576f9,77adf098-0a47-42a4-944f-b34875285c06,11,378,938,732
3710,7beeb1f6-2e4f-4d4e-ace4-e7db94a576f9,d2fcab34-52af-4e26-b7f2-c5140c99c050,90,362,858,1142
3711,7beeb1f6-2e4f-4d4e-ace4-e7db94a576f9,86388cc6-eea5-4f97-aeaf-46e9c872efe2,76,426,969,886
3712,7beeb1f6-2e4f-4d4e-ace4-e7db94a576f9,3df1563b-d380-4a60-b881-55c8aad34436,694,232,578,830
3713,7c1a2fa7-6f35-43f4-a101-ec3131c63f65,88db5128-b9d2-46e3-9518-c20a984e778f,11,682,896,518
3714,7c1a2fa7-6f35-43f4-a101-ec3131c63f65,23806fa1-4956-4a3b-b855-77b202807c10,369,666,710,908
3715,7c1a2fa7-6f35-43f4-a101-ec3131c63f65,92a0d0fe-94a4-4fe6-afc1-7d499a2656eb,209,422,616,807
3716,7c1a2fa7-6f35-43f4-a101-ec3131c63f65,84dcb042-c16d-4c3f-aa32-14b47f1d0300,912,306,216,315
3717,7c1a2fa7-6f35-43f4-a101-ec3131c63f65,d64c388e-4acb-40d4-b743-2db921309d65,667,351,384,275
3718,7cbd707f-7986-43e2-ae7f-220b8be4adb7,924ba426-d25e-4ea1-a592-04fb4a21d758,17,83,1418,992
3719,7cbd707f-7986-43e2-ae7f-220b8be4adb7,374ebb30-83a2-43de-8d13-d3d8516338ee,1,125,808,1222
3720,7cbd707f-7986-43e2-ae7f-220b8be4adb7,2b31103a-4fe0-4c4d-acb1-6f390768e3e5,14,74,1433,779
3721,7cbd707f-7986-43e2-ae7f-220b8be4adb7,0a23ca6b-a4a9-4176-a062-17537351782a,814,212,410,515
3722,7cbd707f-7986-43e2-ae7f-220b8be4adb7,6ebf668a-7083-4d84-8dc4-b74d9f7bc8f0,161,2,1749,1028
3723,7ccb3544-6ce0-437d-93b2-059b03ce4465,5d83499a-51a8-403c-b223-8f83fdfba714,159,170,228,319
3724,7ccb3544-6ce0-437d-93b2-059b03ce4465,7435cdb0-68b8-4b6c-a25d-4cc33a8378af,42,4,431,663
3725,7ccb3544-6ce0-437d-93b2-059b03ce4465,4151ab10-edbc-4ab3-98cc-1708d69879ab,4,4,440,512
3726,7ccb3544-6ce0-437d-93b2-059b03ce4465,f2439f7c-ddea-4384-a749-9d78cf7de8cd,1,73,239,288
3727,7ccb3544-6ce0-437d-93b2-059b03ce4465,ccfea867-61dd-443e-8327-5ca7c6138fab,205,262,235,136
3728,7cd6a4ff-45d5-4f48-98c5-ffcd22286841,15e7c66f-fde1-4ea0-85a5-f445802c3f7f,272,512,822,1046
3729,7cd6a4ff-45d5-4f48-98c5-ffcd22286841,7db2a7ea-7e40-4444-bc5d-946bcac93d97,435,646,394,525
3730,7cd6a4ff-45d5-4f48-98c5-ffcd22286841,d1451efe-6d24-414c-afdd-b75237b0234a,799,1037,581,1094
3731,7cd6a4ff-45d5-4f48-98c5-ffcd22286841,27dde44f-562b-404e-a7fb-89feffdda437,744,144,137,277
3732,7cd6a4ff-45d5-4f48-98c5-ffcd22286841,699f9909-cc18-4c23-a87b-53cbce958cd4,854,338,75,114
3733,7cdbdd0b-32c8-4ac8-a8cc-950cf0d335bd,1ea24afd-3960-4942-9494-1f8891e948c4,417,203,167,396
3734,7cdbdd0b-32c8-4ac8-a8cc-950cf0d335bd,61983932-c8aa-48d6-bce9-dc66aafe975d,662,247,636,1477
3735,7cdbdd0b-32c8-4ac8-a8cc-950cf0d335bd,98248762-43a6-4941-bba3-07b6df85ade2,329,506,78,166
3736,7cdbdd0b-32c8-4ac8-a8cc-950cf0d335bd,5ae7919a-a0b3-49a7-a280-dc1832a3abc8,586,288,547,790
3737,7cdbdd0b-32c8-4ac8-a8cc-950cf0d335bd,9bbb93f9-f901-466a-b9b6-8863c4556f66,662,74,598,992
3738,7ce674b4-3cb1-47f9-8e5a-a43d6b1933c0,e3307fe2-7d1a-4cd4-969b-b3ca77cab0b8,10,565,694,881
3739,7ce674b4-3cb1-47f9-8e5a-a43d6b1933c0,f9be2f31-aae8-4bf1-a2c4-839a15d61b5c,2,515,756,384
3740,7ce674b4-3cb1-47f9-8e5a-a43d6b1933c0,f7a59d7d-356c-4ef3-9d0b-e9eff1fb80ac,119,253,448,721
3741,7ce674b4-3cb1-47f9-8e5a-a43d6b1933c0,02732d7f-c5ae-43a1-a055-851bad557a03,895,176,473,900
3742,7d5c8043-3ad8-46d3-afb3-817de3af130c,b20bbcb8-dfa4-472b-880a-cf735f872e9a,174,141,235,467
3743,7d5c8043-3ad8-46d3-afb3-817de3af130c,5d3af691-9f9b-458b-be66-91899ff76cad,159,595,708,656
3744,7d5c8043-3ad8-46d3-afb3-817de3af130c,ccfc1f1d-5f78-43bf-bc2f-0c4e20261cec,1,38,735,1200
3745,7d5c8043-3ad8-46d3-afb3-817de3af130c,5c8c57c7-4205-4180-9af1-080d3c357fe3,129,331,201,205
3746,7d5c8043-3ad8-46d3-afb3-817de3af130c,24e674b7-25af-4811-94ab-c4f1af0b0370,881,270,350,803
3747,7d9d7a37-49b8-4da0-8f8d-6a2cbb3b9462,ec50735f-ffce-4959-bc90-98517d1aa0d6,459,448,381,586
3748,7d9d7a37-49b8-4da0-8f8d-6a2cbb3b9462,02d899a1-b481-4f66-bba9-55975108276a,9,13,1426,1126
3749,7d9d7a37-49b8-4da0-8f8d-6a2cbb3b9462,2785705a-5e5f-47b5-9bc5-42298663c400,8,125,1038,1737
3750,7d9d7a37-49b8-4da0-8f8d-6a2cbb3b9462,10edcd21-35b4-440e-a387-ea68c1213347,11,365,619,787
3751,7d9d7a37-49b8-4da0-8f8d-6a2cbb3b9462,8497a95b-38b5-4830-8b7b-cc9d794eb24d,578,595,104,227
3752,7d842f50-3fcd-4129-b359-351b7911f405,e887db7d-6d73-4826-86e9-b8741698b651,252,653,508,717
3753,7d842f50-3fcd-4129-b359-351b7911f405,c2999212-cc5f-462d-bed6-96cb9cb1a9b2,355,298,724,1222
3754,7d842f50-3fcd-4129-b359-351b7911f405,8b7f687b-8eb3-42f5-bfbe-b289fbe08e6f,5,589,655,649
3755,7d842f50-3fcd-4129-b359-351b7911f405,17c8540d-497a-4838-b602-33bb9a58d713,181,528,323,384
3756,7d842f50-3fcd-4129-b359-351b7911f405,1f442f9b-33cf-4774-93b9-1ceee5d12718,655,209,605,844
3757,7d894dd7-49db-41a1-add2-fa3dd116d651,22979320-95ce-43b0-8e31-fa4ffdb6f5bd,7,733,776,432
3758,7d894dd7-49db-41a1-add2-fa3dd116d651,30e269e5-e179-44a7-992f-602e85b6b0b5,677,495,991,468
